sentence,sentiment,topic,is_augmented
"Chương trình trên máy tính phòng thực hành cũ quá, nên nâng cấp.",0,2,True
giáo viên năng nổ nhiệt tình dễ thương cho làm nhiều bài tập vận dụng hay .,2,0,False
"môn học có 5 lab mà chỉ học 2 lab là thi cuối kỳ , thầy nên lên lớp đủ số buổi quy định .",0,0,False
"giảng viên đến lớp trễ , thường xuyên vắng nhưng không báo trước .",0,0,False
"chúng em đã gặp khó khắn với khổ giấy nhỏ , mô hình thì lớn và phức tạp .",0,3,False
giáo trình quá dài yêu cầu giảm bớt .,0,1,False
Nên cho sv hoàn thành hết bài tập thực hành trước khi thi thì tốt hơn ạ.,0,1,True
sáng tạo .,2,3,False
phòng thực hành tốt .,2,2,False
không hướng dẫn cho sinh viên kỹ năng lập trình mạng máy tính .,0,0,False
giảng dạy kỹ .,2,0,False
"tăng cường trải nghiệm thực tế qua doubledot code , mô hình , chu trình phát triển game .",0,1,False
Bài tập khá nhiều và có đủ mọi dạng luôn.,2,1,True
"giáo viên vui tính , tốt bụng .",2,0,False
em thấy thầy chỉ giảng cho có .,0,0,False
"cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể .",0,1,False
"Loa mic phòng học cứ rè rè, khó nghe quá.",0,2,True
"dạy tốt , tận tình .",2,0,False
"Nhiều thiết bị trong phòng học đang hư hỏng, ảnh hưởng đến việc học của sv.",0,2,True
"Phòng học thường nóng, bụi nhiều, cần cải thiện ạ.",0,2,True
"Lớp đông sv lại phòng nhỏ, học xong buổi chiều người mệt lả, tiếp thu cũng chả vào.",0,2,True
có tương tác với sinh viên .,1,0,False
"thường xuyên kiểm tra kiến thức sinh viên , đảm bảo được chất lượng kiến thức môn học .",2,0,False
thầy dạy hay slide chuẩn bị tốt .,2,0,False
giảng viên tận tình truyền đạt kiến thức biết cách làm lớp học không bị nhàm chán giúp sinh viên có hứng thú học hơn ngoài ra còn có các trò chơi áp dụng kiến thức giúp cho sinh viên hiểu hơn về vấn đề mới học .,2,0,False
thầy dạy rất dễ hiểu và tận tâm .,2,0,False
không có ý kiến khác .,1,3,False
Môn này nên chú trọng hơn vào kỹ năng nghe nói.,0,1,True
"thầy nghỉ quá nhiều , đây là môn về kinh tế mà thầy làm quá khắt khe .",0,0,False
lượng kiến thức này không chắc chắn là sau khi ra trường có thể vận dụng thực tiễn .,0,1,False
copy code từ cái slide quăng vào visual để chờ thầy chấm điểm cho cao .,0,0,False
"Máy chiếu ở phòng wzjwz35 cũ lắm rồi, hay bị trục trặc, trường nên đổi cái mới.",0,2,True
Đồ án này khó quá sức sv bọn em rồi ạ.,0,1,True
thầy giảng chưa sâu !,0,0,False
đề thi thực hành cuối kỳ chưa hay .,0,1,False
"nhưng học mới thấy kiến thức thầy dạy rất hay , bám sát thực tế , thầy dạy rất nhiệt tình , vui vẻ , khác với mọi người nói .",2,0,False
"hơi khó hiểu và giảng bài nhanh , ít đưa ra ví dụ cụ thể cho mỗi kiến thức .",0,0,False
nhiều khi dạy quá thời gian .,0,0,False
môn quan trọng mà có 3 tiết là hơi ít .,0,1,False
cô dạy tận tụy với sinh viên nhưng giảng quá nhanh .,0,0,False
các deadline thời gian hơi ít .,0,1,False
giảng bài dễ hiểu .,2,0,False
Giờ em chẳng nhớ mặt thầy/cô đó như nào nữa.,1,0,True
"thầy nói nghe không rõ , truyền đạt khó hiểu , không tạo hứng thú cho sinh viên .",0,0,False
"đảm bảo giờ lên lớp , tài liệu đầy đủ .",2,0,False
cách diễn đạt của thầy hay nhưng chưa tạo cảm giác hứng thứ với người nghe .,0,0,False
rất chi tiết và dễ hiểu .,2,0,False
rất quan tâm sinh viên .,2,0,False
Gv dạy đủ số tiết đã quy định.,1,0,True
"do đó , em kiến nghị thay đổi việc thực hành môn này , nếu không thể trang bị thiết bị mới thì nên đổi sang cho sinh viên thực hành tại nhà với phần mềm mô phỏng chứ không cần phải lên trường để điểm danh như học kỳ vừa qua .",0,1,False
thầy wzjwz83 cần nâng cao sự am hiểu về môn học để phục vụ giảng dạy .,0,0,False
"Em tạm thời chưa qua môn này, dự định học cải thiện ở các kỳ tới.",1,3,True
khả năng truyền đạt tốt .,2,0,False
không có ý kiến gì thêm .,1,3,False
thực sự vẫn chưa hiểu wireshark ngoài mục đích làm bài tập thì em có thể dùng làm việc gì khác .,0,1,False
giờ học bắt đầu muộn !,0,0,False
Nhờ vậy mà sv tụi em học hành hiệu quả hơn hẳn.,2,3,True
Đúng là như vậy ạ.,1,3,True
"theo em , nên có thêm mục bài tập nộp qua moodle sau mỗi lần học trên lớp hay có bài tập mới , tài liệu nên được bổ sung nhiều hơn cho sinh viên .",0,1,False
"Môn học nên có đề tài thực hành thay vì chỉ học lý thuyết suông, dễ gây buồn ngủ.",0,1,True
cô giảng bài giọng rất nhỏ và khó nghe dù đã có micro .,0,0,False
cần phòng học và thiết bị tốt hơn .,0,2,False
thầy dữ quá sinh viên 50 người thì 49 người sợ thầy .,0,0,False
ít bài tập cho sinh viên .,0,1,False
"giảng viên chuyên về vhdl , về môn học này thì sử dụng hdl nên có nhiều phần giảng viên không giải đáp được .",0,0,False
"dạy hơi nhanh à nha , tiết bài tập chưa tốt .",0,0,False
"Mong trường nâng cấp máy tính ở phòng thi, chứ tình trạng máy yếu gây khó khăn cho sv quá.",0,2,True
slide cần giải chi tiết các ví dụ để các học sinh không lên lớp được thì có thể hiểu được bài giảng .,0,1,False
"Chất lượng cơ sở vật chất, đặc biệt là phòng học và máy chiếu, còn hạn chế.",0,2,True
"cô giảng dạy nhiệt tình , dễ hiểu , bài tập bám sát lý thuyết .",2,0,False
"Sv hiểu bài, áp dụng vào làm bài tập tốt.",2,1,True
"nhiệt tình giảng dạy , hướng dẫn sinh viên .",2,0,False
"Trong tiết thực hành, gv có chỉ dẫn.",1,0,True
"Bài tập về nhà ít quá, không đủ để sv rèn luyện thêm.",0,1,True
"Cơ sở vật chất chưa ổn lắm, phòng học thiếu đồ, hư hỏng.",0,2,True
giáo viên còn nhiệt tình trả lời các câu hỏi thắc mắc của sinh viên đưa ra .,2,0,False
thầy hay đi muộn .,0,0,False
"thầy bụng bự , vui tính , hòa đồng .",2,0,False
"cô dạy dễ hiểu , nhiệt tình , vui vẻ .",2,0,False
hiện giờ em chưa có cách học đúng đắng .,0,3,False
thời gian đi dạy trễ .,0,0,False
hiện tại sinh viên khá mơ màng về môn học này .,0,1,False
khả năng truyền đạt kiến thức rất tốt .,2,0,False
Áp dụng cho mọi môn học.,1,1,True
Chương trình học bao gồm cả nghiên cứu khoa học.,1,1,True
"thầy dễ thương colonlove dạy dễ hiểu , thầy vui tính !",2,0,False
"giảng dạy dễ hiểu , vui vẻ .",2,0,False
thầy tuyệt vời .,2,0,False
thầy dạy hơi chậm chút .,0,0,False
"nói rõ nội dung môn học , mục tiêu .",0,1,False
thời lượng thi ít khiến nhiều câu bỏ trống .,0,1,False
"giảng viên lên lớp đúng giờ , nhiệt tình giảng dạy .",2,0,False
"giảng nhanh , dễ hiểu .",2,0,False
để sinh viên tự nghiên cứu quá nhiều .,0,1,False
"Máy chiếu bị lóa do nắng làm tụi em báo cáo đồ án không rõ, trường nên lắp rèm ạ.",0,2,True
thầy cô dạy rất hay .,2,0,False
"Trường nên update chuẩn SQL mới vì chuẩn 92 giờ cũ lắm rồi, ko còn phù hợp nữa.",0,1,True
Cần cải thiện chất lượng máy chiếu trong lớp học.,0,2,True
"Việc điểm danh trên lớp đôi khi chỉ mang tính hình thức, nhiều sv lên lớp nhưng không học bài.",0,1,True
môn học khá là khó tiếp cận .,0,1,False
sau mỗi giờ học cũng có bài tập làm sinh viên rất nản .,0,1,False
cô nên up một lần hết các file bài học để tụi em tiện đi in ạ .,0,0,False
"nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học .",2,0,False
phương pháp dạy còn chưa thực sự thu hút được sự chú ý của sinh viên gây nên nhàm chán và thụ động .,0,0,False
phòng thực hành chưa có chất lượng .,0,2,False
"chuyên môn cao , đá bóng hay .",2,0,False
"Em thấy rất ổn, không có gì để phàn nàn.",2,3,True
"Tài liệu môn học không có cái nào chính thống, khó học quá.",0,1,True
bằng chứng là kỳ thi cuối kỳ điểm trải dài từ 1 - 5 điểm .,0,3,False
"đi học xa quá ạ , mong trường có kế hoạch nào đó cho sinh viên học thể dục bên nhân văn đi bộ cho gần ạ !",0,1,False
"cô nhiệt tình quá nên nhiều cái cô giảng đi giảng lại buồn ngủ quá , mà tốn thời gian nữa , nhiều bạn vẫn chưa hiểu thì nên về nhà tự học thêm chứ cô giảng kỹ quá đâm ra dư thừa .",0,0,False
"chứ chép bài tập rất mất thời gian , đã thế mỗi lần chép là mấy chụp bài !",0,1,False
cảm ơn cô .,1,0,False
"chẳng hạn , sinh viên chuyên ngành mạng thì không nên quá đào sâu vào nội dung mà chỉ cần đưa ra những nội dung nền tảng , cần thiết nhất .",0,1,False
"thầy giảng dạy nhiệt tình , dễ hiểu .",2,0,False
"không biết thầy nào dạy chính thức , mà học thường nghỉ không thông báo trước để sinh viên đứng chờ sắp hết tiết rồi tự về nhiều lần .",0,0,False
"thầy giảng cặn kẽ , dễ hiểu !",2,0,False
đề nghị bỏ phần thi lý thuyết cuối kỳ .,0,1,False
giảng viên giảng bài ngắn gọn dễ hiểu .,2,0,False
"Máy tính ở trường hay bị lỗi, sv phải tự mang laptop lên làm bài/thi.",0,2,True
không hướng dẫn nhiều về môn học cho sinh viên .,0,0,False
"giảng viên dạy lý thuyết và thực hành cần thống nhất với nhau về nội dung đã được giảng dạy qua mỗi tuần , tránh trường hợp thực hành trước khi học lý thuyết .",0,0,False
cập nhật điểm chậm .,0,0,False
phần bài làm trên moodle có nhiều sai sót gây ảnh hưởng đến điểm chuyên cần .,0,1,False
"thầy wzjwz137 dạy rất hay , chi tiết , nhiệt tình và dễ hiểu .",2,0,False
"giọng thầy rất êm êm , không có cao độ điều này gây mất hứng thú với người nghe .",0,0,False
"Phòng máy thiếu phích cắm cho dụng cụ, máy thì nhiều virus, không đủ cho sv.",0,2,True
em không thích học môn này .,0,1,False
Giảng viên có kiểm tra vở bài tập.,1,0,True
Tụi sv bọn em cũng đóng học phí đầy đủ mà.,0,3,True
"giảng viên hơi khó tính với sinh viên , giảng bài lan man gây khó hiểu cho sinh viên .",0,0,False
Mong trường nâng cấp thêm CSVC.,0,2,True
"thầy wzjwz299 rất tận tâm , nhiệt tình !",2,0,False
Trường cần khắc phục mấy máy tính bị lỗi trong phòng thực hành nha.,0,2,True
Đề thi nên chú trọng kiểm tra mức độ hiểu bài hơn là chỉ giải toán.,0,1,True
cô wzjwz45 dạy hay !,2,0,False
Bài tập môn này hay và đa dạng ghê.,2,1,True
"Phòng thực hành bé tí, lại còn bụi bẩn, máy tính thì hỏng hết rồi.",0,2,True
"vậy có thể dễ qua môn hơn , giải bài tập ít quá , em không hiểu colonsad .",0,0,False
giảng viên chỉ đứng lớp và điểm danh .,0,0,False
em nghĩ không nên cho sinh viên chấm chéo đồ án vì mỗi người code một kiểu và hầu hết ai cũng lo cho đồ án của mình nên việc chấm chéo diễn ra rất khó khăn và gấp gáp nên chấm có thể không chính xác mấy .,0,1,False
giảng viên khả năng truyền đạt tốt .,2,0,False
"cô vui vẻ , thân thiện , giáo trình giảng dạy hay và phù hợp .",2,0,False
tuy nhiên thầy giảng hơi khó hiểu .,0,0,False
Thầy cũng có ra bài tập để sv luyện thêm.,1,0,True
"Cơ sở vật chất có vẻ xuống cấp nhiều, làm chất lượng buổi học bị giảm sút.",0,2,True
những môn liên quan đến lập trình em nghĩ nên lấy điểm đồ án làm điểm cuối kỳ .,0,1,False
"cho bài tập lấy điểm thực hành quá khó , hướng dẫn sơ sài .",0,1,False
nên cho thêm nhiều bài tập về nhà hơn .,0,1,False
"phòng lab còn chạy visual studio 2008 , không biết viết code kiểu gì lên đó nữa , đây cũng là cái ảnh hưởng tới kết quả thi thực hành của nhiều sinh viên quen sử dụng với chuẩn visual studio 2015 .",0,2,False
Để đánh giá chất lượng đào tạo thì sv cần học qua nhiều gv mới có cái nhìn khách quan hơn.,0,1,True
giờ học thực hành bị trùng giờ học môn khác trên trường .,0,1,False
khả năng truyền đạt của giảng viên chưa hiệu quả và có phần khó hiểu .,0,0,False
"cô hiền , quan tâm nhiều đến lớp .",2,0,False
E nghĩ làm thế sẽ hiệu quả hơn đó.,0,3,True
"Sĩ số lớp ít, học khá dễ chịu.",2,3,True
cho bài tập nhiều .,0,0,False
Cần sắp xếp thời gian học thực hành sau lý thuyết hợp lý hơn.,0,1,True
Kiến thức được thầy cô giảng dạy.,1,0,True
